Stavek,Polisemna lema
"Velike rastline ne smejo zakrivati manjših, cvetlični lončki in korita pa ne smejo biti preveč nagneteni. ",velik
"Ni dovolj želeti si drevo, pomembno je tudi, kakšen prostor bo to drevo zasedalo čez nekaj let. ",leto
"Če je naš vrt majhen in na njem ni dovolj prostora ali pa je razdrobljen na več manjših enot, z velikim drevesom ne silimo nanj, ker bomo pozneje razočarani. ",velik
"Ni malo tistih, ki grob, ne glede na to, kako so zanj skrbeli med letom, za praznik pokojnih okrasijo in polepšajo. ",leto
"Trajnice moramo torej zaščititi predvsem pred pogubnima okoliščinama, ko oster mraz uniči ostanek nadzemnih delov (brsti, deli stebel) in ko se zaradi pogostega ogrevanja in zmrzovanja tal celoten koreninski splet loči od prsti, v katero je vraščen, in se rastlina zaradi tega posuši. ",oster
"Vendar naštete vrste zašite nikakor niso primerne za trajno zimsko zaščito, temveč so samo »prva pomoč« v prvih resnično hladnih dneh in nočeh.",hladen
"Do 9. februarja prihodnje leto si lahko ogledate tudi razstavo Fosilna dediščina gozda, ki jo je za obiskovalce pripravila višja kustodinja Matarina Krivic. ",leto
"Še zlasti če upoštevamo, kako težko gredo Slovencem z jezika. ",jezik
"Velika, okrogla in dobrodušna, da je ne moremo zgrešiti. ",velik
"Tudi ne pred hišami, kjer kot okras ali spremenjena v velik strah pogumno straži hišni vhod ali balkon. ",velik
"Pravzaprav me je presenetila tudi sama toplina hiške, ki jo je Anica opremila z izbranim okusom in izrednim smislom za estetiko, ki ni nujno povezan z veliko količino denarja.",velik
"Večina ljudi raje seže po (kupljenih) čebulicah ali pa poišče drobne čebulice, ki se vsako leto oblikujejo ob matični čebuli. ",leto
"Vse navedene čebulnice seveda lahko sejete in potem nekaj let skrbite za sejance, dokler ne zacvetijo.",leto
"Tiste okrasne luke, ki se sami širijo z množenjem čebulic in z leti ustvarijo šope, je priporočljiveje razmnoževati z deljenjem šopov. ",leto
"Tako bodo nove sadike zacvetele veliko prej, kot če bi čakali na sejančke, ki potrebujejo vsaj od dve do tri leta, da dozorijo do prave velikosti.",leto
"Ker pa ti zaradi velike ponudbe postajajo vedno bolj izbirčni, se lastniki takšnih kmetij ali vaške skupnosti, če želijo biti uspešni in tudi v kriznih časih konkurenčni, ne bi smeli zanašati samo na dober zrak in okusno hrano. ",velik
"Vendar praksa kaže drugače: velika večina psov, sprejetih v zavetišče, ni čipiranih, ker jih lastniki sploh niso pripeljali na obvezno cepljenje proti steklini. ",velik
"Glasba je področje, ki ga ni mogoče osvojiti zgolj teoretično, iz knjig, zato redno obiskujem različne seminarje, pevke se srečujemo s sorodnimi pevskimi skupinami, največ pa se naučim iz stikov z drugimi, že uveljav-ljenimi dirigenti in glasbeniki.""",osvojiti
V Mariboru se je po letu 1918 bistveno spremenila tudi narodnostna sestava prebivalstva. ,leto
"Pod Avstrijo so za narodno pripadnost šteli občevalni jezik, v novi državi pa materin jezik.",jezik;jezik
Po ponovnem zatišju se je v začetku leta 1991 za izdajanje časopisa Domače novice odločilo podjetje Štrakl d.o.o. iz Svete Trojice v Slovenskih Goricah. ,leto
"Prva številka, ki so jo natisnili in pripravili zunanji sodelavci - dopisniki podjetja Štrakl, je izšla 20. aprila leta 1991. ",leto
"V Aveburyju, samo nekaj kilometrov oddaljenem od Stonehenga, leži kamnit krog, ki velja za največjega na svetu. ",velik
"Eden od teh, Agios Stefanos, je dostopen prek mostu nad grozljivim breznom. ",most
Drugotni namen Jurija IV. je bil zagotoviti večjo zasebnost. ,velik
"Ime Montmartre utegne izvirati iz Mons Martyrum <008> Mučenikova gora; to se nanaša na verovanje, da je leta 270 n. š. na tem mestu umrl sv. Denis, prvi pariški škof. ",leto
"Leta 1872 sta se formalno združili v eno mesto, ki je vse do komunističnega prevzema oblasti po drugi svetovni vojni slovelo po pariški živahnosti, eleganci in šarmu. ",leto
"Ogled si zasluži tudi obnovljeni, zelo priljubljeni Verižni most čez Donavo, simbol mesta, ki so ga uradno odprli leta 1849. ",most;leto
Med zanimivostmi velja omeniti še staro judovsko četrt v Pešti in njen muzej ter Muzej narodne zgodovine.,zgodovina
"Gaud<012> je prevzel projekt leta 1891, ko je bil še v zgodnji fazi, in mu posvetil ogromno energije, po letu 1914 pa je zavračal vsa druga naročila. ",leto;leto
"Ko je leta 1926 umrl <008> povozil ga je tramvaj <008> ni bilo nikogar, ki bi lahko nadaljeval delo tako, kot ga je začel Gaud<012>.",leto
"Za vsakogar, ki bi nasprotoval sistemu, so bile predvidene grozljive kazni. ",sistem
"Cesar je bil odgovoren tudi za zloglasni ""požig knjig"", do katerega je prišlo leta 213 pr. n. š., ko so bili uničeni vsi izvodi učenih spisov, razen tistih, ki so bili v cesarski knjižnici. ",leto
Velika večina današnjih Kitajcev se ima za potomce ljudi iz dinastije Han; Han je večinska narodna skupnost na Kitajskem. ,velik
"Do konca obdobja dinastije Han, po 450 letih cesarske vlade, je enotna in centralizirana država, ki jo je pod oddaljenim avtokratom vodila privilegirana visokoizobražena državna služba, postala uveljavljen kitajski sistem. ",leto;sistem
"Pred tisoči let je vulkanska aktivnost ustvarila plasti pepela, blata in lave. ",leto
Veliki Buda je ena najslovitejših japonskih znamenitosti in največja skulptura Bude v deželi. ,velik;velik
"Topkapi stoji v carigrajskem okolišu, ki leži južno od mostu Galata in zahodno od Bosporja. ",most
"Osvajalec, turški zavojevalec krščanskega Konstantinopla, je tu zgradil vladne urade in ustanovil mesto, ki ga je leta 1472 razglasil za prestolnico in poimenoval Istanbul. ",leto
"Šele v 40. letih 16. stoletja je Roxelana, nekdanja sužnja, ki je postala soproga sultana Sulejmana Veličastnega, dosegla, da je Topkapi postal dom sultana in njegovega ženskega spremstva. ",leto
"Naslednja stran: vrata Radža, ki so eden od glavnih vhodov.",vrata
Dela za mošejo so se po navodilih 19-letnega sultana začela leta 1609. ,leto
Mala Biserna mošeja iz belega marmorja in s črnimi konicami je bila dodana leta 1663 kot vladarska kapela.,leto
"Čeprav je tako velik, ga bo sčasoma zasenčil še večji. ",velik;velik
"Od leta 1988 namreč nastaja še en dvoreden most, med Honšujem in Šikokujem, ki naj bi bil dograjen do leta 1998. ",leto;most;leto
"Monstruozni most Akaši Kajkjo bo imel razpon 1780 metrov, s katerim bo postal najdaljši viseči most na svetu.",most;most
"Do leta 1976 je po tej progi po sto ""vlakov izstrelkov"" na dan vozilo z načrtovano hitrostjo nad 145 kilometrov na uro; na najhitrejšem odseku so razvili hitrost 209 kilometrov na uro. ",leto
"Leta 1981 so šinkanseni izgubili naslov ""najhitrejših vlakov na svetu"", ko so v Franciji na progi med Parizom in Lyonom začeli voziti vlaki s hitrostjo 257 kilometrov na uro.",leto
"Po tem ko je njo in njenega ljubimca, Marka Antonija, leta 31 pr. n. š. porazil bodoči rimski cesar Avgust, je naredila samomor. ",leto
"Desno: Veliki trg v Tikalu je ogromen kvadraten prostor, ki ga obdajata templja in utrdba. ",velik
"Do nje vodi Paseo de la Reforma, ki je bila v 60 letih 19. stoletja zgrajena za cesarja Maksimilijana. ",leto
"Statua je bila zasnovana v Parizu, kjer so jo 4. julija leta 1884 uradno podarili ameriškemu veleposlaniku kot darilo francoskega ljudstva ameriškemu. ",leto
"Nato so kip razstavili in ga v velikih zabojih prepeljali v New York, kjer so ga vnovič sestavili in ga postavili na podstavek, ki so ga na ameriške stroške zgradili na Bedloe's Island (zdaj Liberty Island).",velik
"Stopnišče ima od pritličja do vrha 1860 stopnic, enkrat na leto poteka na njem tekma (zmagovalni čas se suče okoli 20 minut). ",leto
Leta 1854 jo je predstavil v New Yorku.,leto
"Po letu 1954 so vodilni arhitekti Mednarodnega modernega stila snovali nebotičnike v New Yorku, med katerimi je bilo morda najbolj opazno in izrazito 38-nadstropno poslopje Seagram iz leta 1958, ki stoji na aveniji Park, delo Miesa van der Roheja in Philipa Johnsona. ",leto;leto
"Leta 1973 je pusti, 110-nadstropni Sears Tower z višino 443 metrov <008> spet začasno <008> postal najvišja stavba na svetu, skupaj s televizijsko anteno pa doseže višino 520 metrov. ",leto
"Največje tovrstno poslopje na svetu so neprijazno primerjali z ogromno prevrnjeno jušno skledo ali pa ga imenovali za prvega bratranca gigantskega gumba na vratih, nihče pa ni podvomil v njegovo funkcionalnost. ",velik;vrata
"Vsako leto na novega leta dan tu poteka tekmovanje Sugar Bowl, leta 1990 pa je na stadionu potekal Super Bowl. ",leto;leto;leto
"To je tudi domači teren moštva Univerze Tulane, kjer že nekaj let potekajo velike tekme z njegovim največjim nasprotnikom, ekipo Louisianske državne univerze.",leto;velik;velik
"Od druge svetovne vojne so te države doživljale ostre ekonomske krize, vendar so zasnovale tudi nekaj ogromnih inženirskih in arhitekturnih podvigov in jih organizacijsko uspešno izpeljale. ",oster
"Mesto Bras<012>lia je bilo zgrajeno v pičlih treh letih, in to na kraju, kjer pred tem ni bilo ničesar razen dreves, umazanije in jaguarjev, projekt jezu Itaipu pa je ustvaril največjo hidroelektrarno na svetu.",leto;velik
"Opera ima v Buenos Airesu dolgo in častitljivo zgodovino že od prve uprizoritve Rossinijevega Seviljskega brivca iz leta 1825, ko pa je mesto v 19. stoletju doživljalo velik razcvet, so v njem zrasla številna nova gledališča. ",zgodovina;leto;velik
"Načrt za operno hišo, ki bi vse druge dobesedno potisnila v senco, je bil zamisel inženirja z imenom Francisco Tamburini, vendar je ta umrl leta 1892, kmalu po začetku del. ",leto
"Teatro Col<010>n je uradno odprl vrata 25. maja leta 1908, in sicer z uprizoritvijo Verdijeve Aide. ",vrata;leto
"Zamisel o novi prestolnici Brazilije je bila prvič omenjena v 19. stoletju, ko je ta država leta 1898 postala republika, pa je bila zapisana tudi v ustavi. ",leto
"V tej prostrani deželi, kjer je bila velika večina ljudi in bogastva zgoščena na ozkem obalnem območju okoli Ria de Janeira, bi bila nova prestolnica v notranjosti sredstvo za odpiranje zaledja. ",velik
"Iz tega predloga ni bilo nič <008> vse do leta 1956, ko je bil izbran za predsednika Juscelino Kubitschek, v čigar volilni kampanji je bila ena glavnih postavk obljuba nove prestolnice.",leto
"Nekatere so večje in dosežejo tudi 9,8 metrov. ",velik
"Glave so pretirano velike, z izrazitimi bradami in podolgovatimi ušesi. ",velik
"Otok premore majhen muzej, ki osvetljuje zgodovino te naselbine.",zgodovina
"- kratkoročne obveznosti v tuji valuti do odvisnih strank, izkazane na kontih 7561, 7767;",tuj
"Davčno osnovo za davek tekočega leta se ugotovi na podlagi podatkov iz prejšnjih členov tega poglavja, izkazanih v bilanci stanja davčnega zavezanca na dan 31. december tekočega leta, razen če ta zakon ne določa drugače.",leto;leto
"Davčni zavezanec sam obračuna davek in davčno obveznost po tem zakonu za poslovno leto, ki je enako koledarskemu letu.",leto
Leta 1972 je med kupce zapeljala prva serija 3. ,leto
"Zdaj, po štirih generacijah, je tu že peta, ki bo tudi ob pomoči številnih tehničnih dognanj in rešitev poskrbela, da bo užitek v vožnji z njo še vedno tako živ kot pred 29 leti.",leto
"Presenetljivo je bilo, da je bil Trabantov prtljažnik s prostornino 415 litrov skoraj tako velik kot v Renaultu 4 in vsekakor mnogo večji kot v Fičku. ",velik;velik
Imam jih že tri leta. ,leto
Sonia je stala pri vratih in odkljukavala navzoče. ,vrata
Ima kratke bodičaste pobeljene lase in oster obrazek žilav in napadalen kot terier. ,oster
Potem je skozi vrata prišla Fran. ,vrata
“Jaz se naslednje leto ne bom več vzpel po tej lestvi.”,leto
"Nekje na robu zavesti sem slišala, kako so se zaloputnila vrata, vendar sem obdržala oči zaprte in kdor koli že je vstopil, je moral oditi.",vrata
"Ni tak kreten, kot sem najprej mislila, no, vsaj ne tako velik.”",velik
Najbolj zgrešena ugotovitev leta. ,leto
“Pod Veliko nebo! ,velik
Mogoče sem bila zaradi vseh teh let življenja z mami vendarle zadržana in sumničava in nastrojena proti moškim.,leto
Seks je velika stvar. ,velik
"Gledala sem, kako prihaja skozi vrata, kako gre proti meni in mi obstane nasproti. ",vrata
Igral se je s starim prtičkom na mizi. ,igrati
"“In potem si izjavil tisto sranje, da to ni velika stvar in v čem je moj problem. ",velik
"""Velik je boj, dragi Glavkon, večji, kakor navadno mislimo, za to, ali bomo postali dobri ali slabi. ",velik;velik
"Večji del zgodovine proučevanja mešane zakonskosti je prevladovalo prepričanje o nenaravnosti, odklonskosti, celo patološkosti zakonov, ki so kršila bolj ali manj eksplicitno izražena eksogamna in endogamna pravila (tj. temeljni regulacijski pravili, ki sta posameznikom v konkretnih družbenih okoljih predpisovali razpoložljive oz. primerne zakonske kandidate). ",velik;zgodovina
"Družbeno videnje tujega/tujca, Tujca, kot ga dojema A. SchutzSchutz v svojem socialnopsihološkem eseju ""Tujec"" (1987). personificiranega v pripadniku druge, nam nelastne etnične skupine in percepcija simbolične in realne grožnje, ki jo pooseblja vstop tujca v matično skupino, se je infiltrirala tudi v spoznavni akt. ",tuj
"Strah pred stvarmi, ki so posamezniku in skupini, fizično, biološko in/ali kulturno preblizu oz. predaleč (AugustinAugustin, 1989), se je tako odrazil tudi v zgodovini raziskovanja (etnično) mešanih zakonskih zvez. ",zgodovina
Pregled raziskovalnih poudarkov pri proučevanju mešanih zakonov skozi zgodovino nakazuje prisotnost prav tega procesa.,zgodovina
"RAZPRAVA O PREVLADUJOČI NARAVI HOMOGAMNEGA SKLEPANJA ZAKONSKIH ZVEZ LAHKO POTEMTAKEM ZAKLJUČIMO Z WINCHOVO MISLIJO, KI POVZEMA STANJE AMERIŠKEGA KULTURNEGA PROSTORA, GLEDE NA EMPIRIČNA DEJSTVA PA JO LAHKO ZLAHKA APLICIRAMO TUDI NA EVROPSKI KULTURNI PROSTOR, IN SICER: ""ČE SE AMERIČANI POROČAJO IZ LJUBEZNI, POTEM JE VEČJA VERJETNOST, DA LJUBIJO NEKOGA SVOJE RASE IN ETNIČNO-RELIGIOZNE PRIPADNOSTI"" (1964: 336). ",velik
"TUDI NA RAVNI ETNIČNE SKUPINE KOT CELOVITE ENTITETE IN NJENEGA POLOŽAJA NA STATUSNI LESTVICI ZASLEDIMO PODOBEN VZOREC RAVNANJ: KO SKUPINE RANGIRAMO GLEDE NA PRIPADAJOČE STATUSNE POLOŽAJE, UGOTOVIMO, DA SE SKUPINE, KI SO RAZVRŠČENE NAJVIŠJE IN NAJNIŽJE, NAGIBAJO K STATUSNI HOMOGAMIJI IN VICE VERSA, NAJVEČJE ŠTEVILO INTERETNIČNIH ZVEZ ZASLEDIMO PRI SKUPINAH, KI SE NAHAJAJO VMES (MILIĆMILIĆ ET AL., 1981). ",lestvica;velik
"UGOTOVITEV NE PRESENEČA, MED SREDNJE SITUIRANIMI ETNIČNIMI SKUPINAMI SMO PRIČA POJAVU MANJŠE MEDSKUPINSKE SOCIALNE IN SIMBOLIČNE DISTANCE, KAR VIŠA STOPNJO HETEROGAMNIH ZVEZ, MEDTEM KO ETNIČNA SKUPINA, RANGIRANA NA NAJVIŠJI STATUSNI POZICIJI, TVORI SAMOZADOSTNO IN SAMOREKRUTIRAJOČO SE ELITO, ETNIČNA SKUPINA NA DNU STATUSNE LESTVICE PA PREDSTAVLJA MARGINALNI SEGMENT DRUŽBE. ",lestvica
"MOŠKI PREDSTAVNIKI STATUSNO (ETNIČNO) DEPRIVILIGIRANE SKUPINE LAHKO POTENCIALNO VERTIKALNO MOBILNOST PO STATUSNI LESTVICI NAVZGOR DOSEŽEJO S PRIMERNIM, KOMPENZATORNIM INTERETNIČNIM ZAKONOM, S PREDSTAVNICO DOMINANTNE SKUPINEDOMINANTNA SKUPINA V PRIMERU, ČE SAMI POSEDUJEJO DOVOLJ VISOKO EKONOMSKO POZICIJO, DA LAHKO KONKURIRAJO Z MOŠKIMI DOMINANTNEJŠE SKUPINE OZ. V SKLADU Z MERTONOVOMERTON TEORIJO (1941) V PRIMERU, DA SE IZKAŽEJO KOT PRIMERNI IN RAZPOLOŽLJIVI PARTNERJI ZA PREDSTAVNICE DOMINANTNE SKUPINEDOMINANTNA SKUPINA, KI SE MOŠKIM SVOJE LASTNE SKUPINE KAŽEJO KOT MANJ PRIMERNE IN ZAŽELJENE ZAKONSKE DRUŽICE. ",lestvica
"BELSKA ŽENSKA PRISTANE NA EKSOGAMNI IN HETEROGAMNI ZAKON IN (VERJETNI) PADEC PO STATUSNI LESTVICI NAVZDOL ZARADI KOMPENZACIJSKE SITUACIJE, KI JI V ZAMENO ZA LASTNO RASNO VIŠJO POZICIJO PONUDI MOŽA, KI ""... ",lestvica
"DRUGA PREDPOSTAVKA IZPOSTAVI, DA SO V PROCESU MEDKULTURNEGA SOOČANJA NA RAVNI NARODNOSTNO MEŠANIH ZAKONOV DOLOČENI ELEMENTI KULTURNIH SISTEMOV SIGNIFIKANTNEJŠI V PRIMERJAVI Z DRUGIMI. ",sistem
"NATANČNEJŠE PODATKE O RAZLIČNIH ŽELJAH, KI SE NANAŠAJO NA JEZIK KOMUNIKACIJE S PARTNERJEM OZ. Z OTROKOM GLEDE NA NARODNO PRIPADNOST IZPRAŠANIH, DOBIMO, ČE MEDSEBOJNO PRIMERJAMO POVPREČJA ODGOVOROV GLEDE NA POSAMIČNE NARODNOSTNE SKUPINE ODGOVARJAJOČIH.",jezik
"V SVOJEM JEZIKUV JEZIKU PARTNERJAISTOČASNO V OBEHIZMENIČNO V OBEHBILO MI JE VSEENO SLOVENCI1,532,352,232,382,04 N7272697269 ,71,61,83,70,91 ITALIJANI1,482,141,852,051,90 N2121202120 ,60,65,81,74,97 HRVATI2,001,582,052,052,00 N1919191918 ,67,69,85,78,97 SRBI2,281,442,442,391,89 N1818181818 ,67,70,62,70,96 OSTALI2,361,642,642,552,09 N1111111111 ,50,67,67,52,94 SKUPAJ1,742,042,212,302,00 N141141137141136 ,74,74,81,71,93 ",jezik
