Polisemna lema;Stavek
vložiti;Devizni varčevalci so vložili oziroma še vlagajo zoper LB d.d. glavno podružnico Zagreb okrog 500 tožb zaradi poplačila svojih deviznih terjatev v skupni vrednosti okoli šest milijonov evrov. 
vložiti;ZN so v pogajanja, ki so velikega pomena ne le za prihodnost od leta 1974 razdeljenega otoka, temveč med drugim tudi za prizadevanja Turčije za članstvo v EU, vložili veliko napora. 
vložiti;Nekdanji delavci, ki niso dobili odpravnin, bodo verjetno vložili tožbo. več
vložiti;Tožilci, ki so obtožbo vložili v torek, obdolženim očitajo storitev kaznivega dejanja neupravičene proizvodnje in prometa s prepovedanimi drogami, hudodelskega združevanja in nedovoljeno proizvodnjo ter promet z orožjem.
vložiti;Dediči so vložili tožbo in zahtevajo pojasnilo, kako so se dela znašla v rokah 71-letnega električarja Pierra le Guenneca. več
vložiti;Protikorupcijska komisija nad odvetniško pisarno Čeferin, Čeferin nad komisijo Komisija za preprečevanje korupcije je na odvetniško zbornico vložila prijavo glede odvetniške pisarne Čeferin, njene vsebine pa ne želijo komentirati.
vložiti;Trenutno obravnava več kot 260 tožb, ki so jih zaradi kršitve človekovih pravic vložili Čečeni.
vložiti;Pobudo vložili pobudniki ustanovitve občin Ankaran in Mirna
vložiti;Pop TV super ste ..oni ko pa pljuvate po njih pa se sploh ne zavedate kolk truda oni vložijo v tak program, da ga vsi radi gledamo. 
vložiti;In veliko priznanje za trud, ki sem ga vložil v nogomet v zadnjih mesecih.
vložiti;Vrhovno sodišče je namreč zavrnilo zahtevo za varstvo zakonitosti, ki sta jo vložila Šuštar in Boštjan Plaznik . 
vložiti;Če boste potrpežljivi in v svojo zvezo vložili nekaj truda, bi se morali rezultati pokazati najkasneje v drugi polovici meseca. 
vložiti;Zveza svobodnih sindikatov Slovenije, ki se tako kot preostalih šest sindikalnih central ne strinja z zaostrovanjem upokojitvenih pogojev, pa je sredi decembra vložila referendumsko pobudo za začetek postopka za razpis referenduma, podprto z več kot 22.100 podpisi.
vložiti;Že 2. novembra, po prvi potrditvi zakona o malem delu, sta ŠOS in ZSSS vložila podpise, potrebne za začetek postopka za razpis referenduma. 
vložiti;A to je premalo, da bi ta lahko poslovala pozitivno, govorijo lastniki podjetja, ki so na sodišču vložili zahtevo za prisilno poravnavo. več
vložiti;Organizatorji so ponoči vse napore vložili v izvedbo slaloma. 
vložiti;Mandatno-volilna komisija je medtem odločila, da Janši v zasebni tožbi, ki jo je proti njemu vložil svetovalec predsednika Türka Franci Perčič, ne podeli imunitete.
vložiti;je italijanski finančni urad po dve leti trajajoči preiskavi vložil obtožnico
vložiti;Dobra dva meseca in pol za tem, ko sta vložila zahtevo za ločitev, sta igralka Eva Longoria in košarkar ekipe San Antonio Tony Parker potrdila, da sta od petka, 28. januarja, ko sta v Teksasu podpisala ločitvene papirje, tudi uradno ločena.
vložiti;Širca je soglašala z dopolnili, ki so jih vložile koalicijske poslanske skupine, ni pa soglašala z dopolnilom iz vrst opozicijskega SDS-a, ki je predlagal črtanje predlaganih členov v zvezi s postopki financiranja posebnih nalog splošnih in osrednjih knjižnic. 
vložiti;Je že prav, da so tožilci vložili obtožni predlog zoper nekdanjo državno sekretarko na kmetijskem ministrstvu Sonjo Bukovec.
vložiti;Zaradi tega so se možnosti za osvojitev kolajne v moški konkurenci precej zmanjšale, vendar nismo obupali, temveč smo v vsako tekmo vložili vse naše adute. 
vložiti;Drugače naj vložijo zahtevo za stečaj in prekinejo to šarado.
vložiti;Med podpisniki predloga spremembe zakona, ki ga bodo vložili, je Kek naštel tudi dva poslanca župana, in sicer Bojana Kontiča (SD), ki je župan Velenja, ter župana Tržiča Boruta Sajovica (LDS).
vložiti;Vodstvo podjetja naj bi v naslednjih dveh tednih vložilo predlog za stečaj. več
vložiti;Zato je Ninamedia vložila predlog za rubež plače predsednika SDS. 
vložiti;Afera z evropskim poslancem Zoranom Thalerjem , ki ga je britanska medijska hiša posnela med dogovarjanjem, da bo v zameno za podkupnino vložil amandmaje v Evropski parlament, je v zadnjih dneh odmevala v javnosti. 
vložiti;Volivci invalidi, ki bi ocenili, da jim njihovo domače volišče ni dostopno, lahko do četrtka vložijo zahtevo za glasovanje na volišču, ki je dostopno invalidom. 
vložiti;Torej je že s tega vidika to NEZAKONITO in bi bilo proti županu vložit kazensko ovadbo
vložiti;Drugo ovadbo pa so vložili zoper štiri fizične osebe in eno pravno osebo, in sicer zaradi suma zlorabe položaja in pravic ter zlorabe položaja ali zaupanja pri gospodarski dejavnosti. 
vložiti;Vanj vložite otroci in starši obilo truda, predstavlja pa tudi precejšen finančni zalogaj. 
vložiti;Napoved za odmero akontacije dohodnine od dohodka iz prenosa premoženjske pravice mora davčni zavezanec vložiti v 15 dneh od prejema dohodka iz prenosa premoženjske pravice, kadar dohodek iz prenosa premoženjske pravice izplača oseba, ki ni plačnik davka.
vložiti;Kaj in kje mora društvo - organizacija vložiti zahtevo in katere listine. 
vložiti;Otroškega dodatka zadnjih 6 let nisem prejemala in tudi vloge nisem vložila. 
vložiti;Sedaj, ko imam pravnomočno sodno poravnavo (5.10.09) lahko vložim vlogo za otroški dodatek. 
vložiti;Vlogo za izdajo potnega lista ali osebne izkaznice za otroka vloži njegov starš oz. zakoniti zastopnik na kateri koli upravni enoti. 
vložiti;Državljan Republike Slovenije lahko vlogo za izdajo potnega lista v Ljubljani vloži na Upravni enoti Ljubljana, na Tobačni ulici 5 na Sektorju za upravne notranje zadeve in ne več na naslovu Adamič-Lundrovo nabrežje 2.
vložiti;Če želi delodajalec vložiti prijavo prek portala e-VEM, potrebuje uporabnik (zakoniti zastopnik ali druga pooblaščena oseba) veljavno kvalificirano digitalno potrdilo , poleg tega pa mora biti uporabnik, v kolikor ni zakoniti zastopnik družbe, pooblaščen za opravljanje postopkov VEM (pooblaščanje se lahko opravi prek portala e-VEM ali pri vstopni točki VEM ). 
vložiti;Vendar je lahko ta prag le tolikšen, da prepreči pridobivanje denarja iz proračuna političnim strankam, ki so vložile kandidature, za katere se je na volitvah izkazalo, da niso imele nobenih realnih možnosti za uspeh (za pridobitev vsaj enega poslanskega mandata). 
vložiti;Ustavno sodišče je z odločbo št. U-I-207/08, Up-2168/08 z dne 18. 3. 2010 (Uradni list RS, št. 30/10) ugotovilo, da je prehodna ureditev po 25. členu ZVPSBNO v neskladju s četrtim odstavkom 15. člena v zvezi s prvim odstavkom 23. člena Ustave, kolikor ne ureja tudi položaja oškodovancev, katerim je kršitev pravice do sojenja brez nepotrebnega odlašanja prenehala pred 1. 1. 2007, pa do takrat niso vložili zahteve za pravično zadoščenje na mednarodno sodišče. 
vložiti;Borut Pahor pa je v parlamentarni postopek vložil predlog zakona o bolniškem zagovorništvu in varstvu pravic na področju duševnega zdravja.
vložiti;Vlogo za osebno delovno dovoljenje lahko vložite priporočeno po pošti na naslednji naslov:
vložiti;Prosilec je dne 23. 2. 2009 pri organu vložil pritožbo na izdano odločbo. 
vložiti;ZRPJN v prvem odstavku 9. člena določa, da zahtevek za revizijo lahko vloži vsaka oseba, ki ima ali je imela interes za dodelitev naročila in ki verjetno izkaže, da ji je bila ali bi ji lahko bila povzročena škoda zaradi ravnanja naročnika, ki se v zahtevku za revizijo navaja kot kršitev naročnika v postopku oddaje javnega naročila. 
vložiti;Po prejemu dodatne obrazložitve odločitve o oddaji javnega naročila je vlagatelj z vlogo z dne 2.6.2010 vložil zahtevek za revizijo, v katerem navaja, da je naročnikova odločitev o oddaji naročila nepravilna in nezakonita. 
vložiti;Obračun davčnega odtegljaja od dobitkov pri klasičnih igrah na srečo vloži davčni zavezanec pri davčnem organu v elektronski obliki prek sistema eDavki na spletni naslov: http://edavki.durs.si .
vložiti;Vlogo za soglasje k nočnemu delu žensk vloži delodajalec, ki opravlja dejavnost v industriji ali se ukvarja z gradbeništvom in želi, da bi tudi ženske, ki so zaposlene pri njem, delale ponoči.
vložiti;Po 31. decembru 2010 bo treba za blago, ki zapušča carinsko območje Skupnosti, vložiti elektronske ISD s podatki iz priloge 30A k uredbi (EGS) št. 2454/93, in sicer v predpisanih rokih. 
vložiti;Zoper navedeno pravnomočno sodno odločbo je vložil obsojeni E.
vložiti;Zoper prvostopenjsko sodbo je tožeča stranka dne 16. 11. 2004 vložila pritožbo (sedaj revizijo).
vložiti;Z izpodbijanim sklepom je sodišče prve stopnje na podlagi 4. točke prvega odstavka 36. člena Zakona o upravnem sporu – ZUS-1 zavrglo tožbo, ki jo je tožnica vložila zoper odločbo tožene stranke z dne 28. 11. 2006, s katero je bila zavrnjena tožničina pritožba zoper sklep Davčne uprave Republike Slovenije, Davčnega urada L., Izpostave L.
vložiti;Zoper pravnomočno sodbo je revidentka po odvetniku dne 19. 1. 2007 vložila revizijo. 
vložiti;Tudi pri zagovorniku načela enakosti (zagovornik) ni dobil ustrezne pomoči, saj ga je ta le seznanil s pristojnostmi in različnimi zakonskimi določbami ter mu predlagal, naj vloži pobudo za obravnavo domnevne diskriminacije, pri čemer bi moral pobudnik opredeliti osebno okoliščino, zaradi katere je neenakopravno obravnavan. 
vložiti;Posebej želimo izpostaviti tudi to, da je od časa, ko je vlagateljica vložila vlogo za priznanje pravice, do pravnomočnosti sodbe sodišča minilo manj kot eno leto. 
vložiti;Zahteva za priznanje statusa vojnega invalida na podlagi okvare zdravja, ki je nastala zaradi bolezni, se lahko vloži najpozneje v petih letih po domnevnem nastanku bolezni.
vložiti;Poleg tega nas je zanimalo, kako so prosilcem za azil, ki vložijo prošnjo na DKP RS, zagotovljene pravice, opredeljene v Zakonu o mednarodni zaščiti (Ur. 
vložiti;Izdajateljem in prejemnikom e-računov je prek elektronske banke Abacom na voljo tudi storitev 1-2-3-v Arhiv !, ki v postopku posredovanja e-računov te samodejno vloži še v e-arhiv.
vložiti;V postopku javnega naročanja za razpisani predmet (objava 7. 6. 2010 na portalu javnih naročil pod št. objave JN4714/2010) je vlagatelj kot upravičena oseba po drugem odstavku 9. člena ZRPJN vložil zahtevek za revizijo z dne 22. 7. 2010, s katerim predlaga, da se sprejme ustrezne spremembe razpisne dokumentacije oziroma da se postopek oddaje javnega naročila v celoti razveljavi. 
vložiti;Vlagatelj kot neutemeljeno zavrača naročnikovo argumentacijo, kot jo je podal v odločitvi o zahtevku za revizijo vlagatelja Tax-Lex-Fin, d. o. o., Ljubljana, ki je tudi vložil zahtevek za revizijo, pri čemer se sklicuje tudi na navedbe slednjega vlagatelja. 
vložiti;Po prejemu dodatne obrazložitve odločitve o oddaji naročila (dokument z dne 4. 6. 2010) in vpogledu v dokumentacijo (zapisnik z dne 4. 6. 2010) je vlagatelj vložil zahtevek za revizijo z dne 14. 6. 2010 in predlagal razveljavitev odločitve o oddaji javnega naročila, zahteval pa je tudi povrnitev stroškov. 
vložiti;Vlagatelj je pred rokom za oddajo ponudbe (dne 18.06.2010) vložil zahtevek za revizijo, v katerem zatrjuje, da je potrebno javno naročilo zaradi kršitev določil razpisne dokumentacije v celoti razveljaviti. 
vložiti;V kolikor naročnik meni, da revizijskega zahtevka ni vložila upravičena oseba iz 9. člena ZRPJN je dolžan tak revizijski zahtevek, skladno z drugim odstavkom 13. člena ZRPJN, zavreči, in ne meritorno obravnavati, ob tem pa hkrati opozarjati na neobstoj procesnih predpostavk za takšno obravnavo. 
vložiti;Zoper to odločitev je vlagatelj vložil zahtevek za revizijo z dne 12. 7. 2010, ki pa ga je naročnik s sklepom št. 1.-908/2010 z dne 23. 7. 2010 zavrgel z utemeljitvijo, da vlagatelj ni izkazal aktivne legitimacije, kot jo določa prvi odstavek 9. člena ZRPJN, in sicer nobenega izmed obeh elementov. 
vložiti;Predlog zakona (predlagatelj Jože Tanko s skupino poslancev) predvideva, da se predlog za uvedbo komasacijskega postopka lahko vloži, če se s komasacijo strinjajo lastniki kmetijskih zemljišč, ki imajo v lasti več kot 67 odstotkov površin zemljišč na predvidenem komasacijskem območju.
vložiti;"Slovenski in belgijski vodja morata vložiti prijavi praviloma istočasno in na način, ki ga določata pristojni instituciji (v Belgiji: Wallonie-Bruxelles International, WBI, www.wbi.be ; Kontaktna oseba: Ms. "
vložiti;Upravni spor se sproži s tožbo, ki se vloži v 30 dneh od vročitve te odločbe na Upravno sodišče, Fajfarjeva 33, Ljubljana. 
vložiti;Tožba se lahko vloži pisno po pošti ali pri navedenem sodišču. 
vložiti;Tožba z morebitnimi prilogami se vloži v najmanj treh izvodih. 
vložiti;"- za podaljšanje absolventskega staža vložiti do 20. septembra 2010 ;"
vložiti;- če imate od 15 - 30 ECTS lahko na podlagi opravičljivih razlogov (212. čl. Statuta UM) 1. letnik ponavljate (do 28.9.2010 je potrebno vložiti prošnjo in priložiti dokazila - lahko so fotokopije)
vložiti;CSD samostojno odloča, ali bo vložil predlog za odvzem poslovne sposobnosti ali ne. 
vložiti;Če pa pristojni organ ZAPS ugotovi, da posameznik, ki je vložil zahtevo za izdajo licence z označbo A oziroma licence z označbo KA, ne izpolnjuje pogojev iz prvega odstavka tega člena, izdajo licence z odločbo, izdano v upravnem postopku, zavrne. 
vložiti;Prošnja za izdajo dovoljenja za prvo prebivanje se vloži pri diplomatsko konzularnem predstavništvu Republike Slovenije v tujini ali pri pristojnem organu v Sloveniji, če zakon tako določa. 
vložiti;"Državna revizijska komisija za revizijo postopkov oddaje javnih naročil (v nadaljnjem besedilu: Državna revizijska komisija) je na podlagi 23. člena Zakona o reviziji postopkov javnega naročanja (Uradni list RS, št. 78/1999 s spremembami; v nadaljnjem besedilu: ZRPJN) v senatu predsednice Vide Kostanjevec, članice mag. Maje Bilbija in članice Miriam Ravnikar Šurk, ob sodelovanju svetovalca Marka Zupanca, v postopku nadzora nad zakonitostjo postopka oddaje javnega naročila »Rekonstrukcija mostu čez potok Toplico na LC 410 060 in rekonstrukcija ceste LC 410 080 z JP 910 920« (v sklopu številka 1 »Rekonstrukcija mostu čez potok Toplico na LC 410 060«) in na podlagi zahtevka za revizijo, ki ga je vložil vlagatelj MAP-TRADE, d. o. o., Špindlerjeva ulica 2C, 2310 Slovenska Bistrica, katerega zastopa odvetnik mag. Franci Kodela, Trpinčeva ulica 86, 1000 Ljubljana (v nadaljnjem besedilu: vlagatelj), zoper ravnanje naročnika OBČINA ŠOŠTANJ, Trg svobode 12, 3325 Šoštanj (v nadaljnjem besedilu: naročnik), dne 14. septembra 2010 sprejela"
vložiti;"Državna revizijska komisija za revizijo postopkov oddaje javnih naročil (v nadaljevanju: Državna revizijska komisija) je na podlagi 22. in 23. člena Zakona o reviziji postopkov javnega naročanja (Uradni list RS, št. 78/99 s spr.; v nadaljevanju: ZRPJN) v senatu Vide Kostanjevec kot predsednice senata ter Sonje Drozdek Šinko in mag. Maje Bilbija kot članic senata, ob sodelovanju svetovalca Vojka Maksimčuka, v postopku nadzora nad zakonitostjo postopka oddaje javnega naročila za zamenjavo notranjih vrat in zamenjavo oken in parapetov, začetega na podlagi zahtevka za revizijo, ki ga je vložil vlagatelj PGV Elektro inženiring, d. o. o., Vojkova cesta 58, Ljubljana, ki ga zastopa Odvetniška pisarna Mužina in partnerji, d. o. o., Ljubljana (v nadaljevanju: vlagatelj), zoper ravnanje naročnika Študentski domovi v Ljubljani, Cesta 27. aprila 31, Ljubljana (v nadaljevanju: naročnik), 15. 9. 2010"
vložiti;Zahtevek za revizijo, ki se nanaša na vsebino objave in/ali razpisno dokumentacijo, se lahko skladno z 12. členom ZRPJN vloži najkasneje v desetih dneh od dneva objave obvestila o javnem naročilu oziroma dostopnosti razpisne dokumentacije. 
vložiti;V nobenem primeru pa ni mogoče zahtevka za revizijo, ki se nanaša na vsebino razpisne dokumentacije, vložiti po roku, ki je določen za oddajo ponudb. 
vložiti;V skladu s šestim odstavkom 12. člena ZRPJN pa vlagatelj po preteku roka, določenega za predložitev ponudb oziroma prijav, ne more navajati kršitev, ki so mu bile ali bi mu morale biti znane pred potekom tega roka, pa kljub temu ni vložil zahtevka za revizijo že pred potekom roka, določenega za predložitev ponudb oziroma prijav, razen v primerih, ko dokaže, da zatrjevanih kršitev objektivno ni bilo mogoče ugotoviti pred tem trenutkom. 
